Date,Heads,Day_Result,Total_Bets,Total_Hands
2022-08-25,14,1065.0837144997777,36405.900867237535,2965
2022-08-26,38,432.95366786654085,59378.58770161527,3371
2022-08-27,29,2013.83279847119,73424.0449675563,4156
2022-08-28,25,1179.4876894881359,83017.45961621589,4109
2022-08-29,10,2316.711371661239,40516.69952794019,1082
2022-08-30,12,2469.1873983291443,43099.72005299149,2574
2022-08-31,23,1441.8564256264988,50968.602283447595,2158
2022-09-01,15,-733.053282856328,53297.96380612629,2538
2022-09-02,28,2404.7305441253357,104465.64636871683,4454
2022-09-03,21,-1289.4209179193056,59753.99144316753,3518
2022-09-04,17,4179.166871664884,64999.11255290603,2774
2022-09-05,14,1515.2406144033105,36444.00399100279,764
2022-09-06,22,1941.5308599266987,56002.82443061929,1440
2022-09-07,14,605.482759021163,66943.2200870004,1943
2022-09-08,17,-395.75813160449184,48989.85333333373,3263
2022-09-09,25,306.75395739133853,49382.70646972524,3570
2022-09-10,35,-349.2467442067504,103702.98231644135,4478
2022-09-11,24,1089.720561985121,73608.76407181763,3347
2022-09-12,16,-329.0552017953815,38830.72791023178,1706
2022-09-13,10,-231.45061793339787,45143.18703707726,2750
2022-09-14,12,4052.8959638453457,56029.79033329387,1731
2022-09-15,17,2709.835883955785,60426.16811266549,2143
2022-09-16,26,-375.0554562631734,94165.92082102115,4687
2022-09-17,30,4450.621931152508,97215.35351806042,4649
2022-09-18,17,-400.31762562076364,64413.484117357766,2461
2022-09-19,15,-254.51442330689815,32870.211444178174,1173
2022-09-20,15,420.7959417019162,18108.90030156782,1029
2022-09-21,13,6400.900563959972,113559.35703580735,2892
2022-09-22,15,-1592.3390337412577,87654.89191755743,2817
2022-09-23,32,1521.3306112932455,68188.32381847354,3996
2022-09-24,32,2662.320424749222,78288.82591658896,4640
2022-09-25,18,-131.4483331884784,52272.87838774448,2986
2022-09-26,15,2281.712640520234,58578.63955857207,2605
2022-09-27,13,-210.9156117444291,38752.188491792826,1609
2022-09-28,11,1758.9161264044826,38083.89392105199,2722
2022-09-29,18,-1556.3353696370427,38128.319919269816,1481
2022-09-30,35,-1010.7985192570518,116687.49912738151,5070
2022-10-01,27,1462.1282993308373,55374.90310856005,2901
2022-10-02,20,729.5658191523612,44843.053115273804,2766
2022-10-03,8,-114.94391527124995,21717.43866445245,1950
2022-10-04,13,695.6196903093322,52252.4419260854,2758
2022-10-05,17,2953.837157281203,51010.27947763243,2435
2022-10-06,19,-94.30348126724893,52252.98157792672,3722
2022-10-07,29,-2613.4846432975364,94542.14362921887,2961
2022-10-08,30,-3555.291647229027,65084.819319767914,3501
2022-10-09,23,814.9306462688052,68164.27649443547,3177
2022-10-10,11,3647.747344880714,35832.830339210006,2138
2022-10-11,11,2101.574158613988,29983.778846525158,1542
2022-10-12,10,416.96311597973533,60117.509963523,2328
2022-10-13,25,-4416.4283835582855,54987.260334153674,3062
2022-10-14,35,-476.36113356003494,86264.1833646556,4065
2022-10-15,28,2304.537598634602,68950.63296808237,4410
2022-10-16,26,-268.60642095334276,75780.73485695188,3480
2022-10-17,17,1619.3620954822393,32300.213490525788,1144
2022-10-18,11,-1391.7607266068487,27277.550074258932,1743
2022-10-19,20,561.7250513693986,48958.01778918925,2757
2022-10-20,10,2802.4095459958135,42175.968736154624,2131
2022-10-21,34,2784.0014837793615,72333.59930907897,3074
2022-10-22,27,4413.524985791033,87894.19744112334,4873
2022-10-23,26,4616.243021956779,92710.0496902391,3850
2022-10-24,10,1705.7888231822042,24510.23131419011,2183
2022-10-25,12,723.1344281209613,19464.310753774927,1426
2022-10-26,17,3523.2371704564935,35647.91007422857,1496
2022-10-27,13,-2578.1589540366394,39406.14304088762,2049
2022-10-28,29,-519.1965275936525,64631.4899783262,3355
2022-10-29,28,2518.390991724783,89521.81528600307,5048
2022-10-30,21,-3466.2768817466854,126963.69336864798,3798
2022-10-31,14,715.3140379571284,43032.176587739974,1719
2022-11-01,9,1469.2607704758088,30358.469942013533,2341
2022-11-02,16,-825.8453149163046,44921.682387554756,3187
2022-11-03,15,-1318.7220034404304,36907.43721449734,2087
2022-11-04,28,6008.5756825485205,74175.1746872053,3514
2022-11-05,30,4312.488326154958,98245.26136804107,4940
2022-11-06,29,1427.5223022264925,36718.60178842453,2637
2022-11-07,20,2229.745047918927,54157.68015483399,3054
2022-11-08,16,-168.71905117008976,42619.63204204156,1871
2022-11-09,16,950.4600020931398,54444.18181013064,2360
2022-11-10,15,3254.770763499351,51796.14613849802,2560
2022-11-11,31,2073.6954738800714,81703.49214000074,5537
2022-11-12,22,1808.8042210533797,55068.44372855108,3297
2022-11-13,21,667.809755180601,52346.86661906614,3810
2022-11-14,14,-1684.6435513147399,34655.83141514002,2001
2022-11-15,14,1265.5692579681502,18108.253524799846,1586
2022-11-16,17,-454.74840018362454,38602.926512397506,3409
2022-11-17,14,-1405.0708301055492,46082.717689713296,1658
2022-11-18,28,2637.729073115497,110136.19407124778,3910
2022-11-19,39,2225.7701804577923,78797.06024121343,5708
2022-11-20,18,1809.7193586887147,99392.52430349943,3053
2022-11-21,13,4527.683781287438,72622.2775780663,2605
2022-11-22,16,481.77410111165005,56294.03852826324,2631
2022-11-23,14,289.59713444059616,56696.61982925493,3534
2022-11-24,19,4513.648387124458,69924.00079842057,2674
2022-11-25,30,3915.010475635151,72516.30951459057,3492
2022-11-26,25,-5328.685418373561,94727.93057885554,3783
2022-11-27,22,4961.466666611407,82069.7030678314,3108
2022-11-28,8,1392.5498232744708,79706.44878583105,3096
2022-11-29,16,2206.896567117931,48999.668424126816,2279
2022-11-30,19,1294.671573468452,59211.41456835629,2024
2022-12-01,26,109.16353455730231,30613.26593806918,2547
2022-12-02,24,-2953.957982821649,99275.62633111243,4973
2022-12-03,29,733.2420579423502,94496.3722406287,4498
2022-12-04,28,1162.22597159401,62532.72747899083,3304
2022-12-05,10,739.9753467786545,42436.17187200868,2548
2022-12-06,14,1136.885637679374,25967.612718580323,2103
2022-12-07,18,1714.7167611816997,61755.992639420954,3135
2022-12-08,10,-524.8842050621847,27746.464114669485,2431
2022-12-09,24,1506.7687610950807,61145.17069160684,4607
2022-12-10,31,-1497.8609879491912,110888.99717153411,5566
2022-12-11,22,2494.3167805613434,85673.15312753289,3710
2022-12-12,17,2550.757448345446,28310.080523301523,1557
2022-12-13,15,-2761.0416639001332,37121.577544659856,2442
2022-12-14,24,90.61513152556428,37583.07240819393,2553
2022-12-15,15,2933.3431922182253,57060.21011132797,3438
2022-12-16,22,350.5505378518425,85913.0536563521,5567
2022-12-17,34,349.89104793116576,67220.15918200991,3904
2022-12-18,26,752.9796533597524,69673.29646797956,3946
2022-12-19,16,1121.4754117103023,26557.046754295126,2616
2022-12-20,13,437.8909794155012,22646.416539448954,1970
2022-12-21,20,2266.0036084772473,41222.565948936804,3310
2022-12-22,14,2244.597739524751,100811.54710706128,3891
2022-12-23,25,695.5825879160521,60995.00438929367,3458
2022-12-24,21,584.5129782559836,90924.99598593742,4922
2022-12-25,23,1347.6822266102938,61424.53822107617,3309
2022-12-26,17,-693.0660892319697,45032.22714178365,1592
2022-12-27,19,1188.4217915277632,34089.13181717639,2416
2022-12-28,12,-618.6261599241104,57915.96917453083,2869
2022-12-29,13,672.4390952797805,35282.21787384421,2517
2022-12-30,26,1503.1738169894381,108354.97860919178,3991
2022-12-31,34,1092.9366784486058,81502.05794397912,3789
2023-01-01,29,-636.9471596387855,135206.85084104186,4609
2023-01-02,10,2230.857946756882,30654.56105491668,1718
2023-01-03,14,1406.276649785818,46525.84412551562,2753
2023-01-04,17,-2460.0906830192507,36285.493107160575,1741
2023-01-05,9,238.45117526385053,22756.632414469852,2069
2023-01-06,26,4713.13223439016,115185.4210622537,4909
2023-01-07,26,1463.776378615995,66535.11700247946,3914
2023-01-08,27,888.2295391787522,73738.02999755103,3412
2023-01-09,12,945.7543062449977,47385.490175121486,2380
2023-01-10,16,-542.0622837754568,25722.708639001976,1356
2023-01-11,19,2857.578378210476,80059.90363675679,2075
2023-01-12,10,1047.201386592831,36247.28710180436,2869
2023-01-13,32,2907.180588345538,63077.24012342115,3360
2023-01-14,33,2286.83801377711,109665.25867732867,5801
2023-01-15,24,660.9529747696232,63439.48328228993,4167
2023-01-16,16,551.6156571040162,44825.599166228916,2391
2023-01-17,10,1792.9333298090341,48400.577380047675,3020
2023-01-18,14,-99.60592113153177,21080.944276316135,2131
2023-01-19,10,-1413.186919709828,32628.60149370882,1165
2023-01-20,25,781.5400460729918,89725.78144415091,4431
2023-01-21,27,5381.755613471523,108167.07280608469,5699
2023-01-22,20,2065.063405037245,72322.43268045255,4373
2023-01-23,16,1390.6992652407023,12596.696088959401,544
2023-01-24,10,694.0493014839435,33175.920264694876,2852
2023-01-25,14,940.9865353878268,69320.3884074907,3476
2023-01-26,13,-2108.6069828743707,67708.23251265002,3336
2023-01-27,27,-588.746572176308,81365.33005287446,3750
2023-01-28,37,-4584.229145864047,106463.16929181761,3820
2023-01-29,19,3694.71778996257,68330.95699282362,2899
2023-01-30,14,3152.714641278138,42822.41822072804,2345
2023-01-31,18,151.08964514828787,43959.86020494032,1683
2023-02-01,17,2047.4701970785015,54471.08063310807,1769
2023-02-02,22,2802.398792582914,48623.95692591325,2261
2023-02-03,18,-4077.8641554578567,100790.68860963239,3194
2023-02-04,30,6503.405852822475,91831.67403484038,4314
2023-02-05,28,-173.83198477817785,52888.35634900327,2844
2023-02-06,14,-294.4463728848249,40093.94225284684,1616
2023-02-07,14,1491.5559822916678,51529.983101521684,2726
2023-02-08,22,-1872.5292152065913,54607.72766138985,3130
2023-02-09,14,-3747.342122976149,70374.04805348806,3453
2023-02-10,29,1492.2008307677095,82866.90471030556,3914
2023-02-11,24,-4086.34690083287,112144.66734496591,4154
2023-02-12,23,5006.260064631144,87721.03977557604,3831
2023-02-13,14,-4053.098689120166,60995.74632842567,2370
2023-02-14,11,1323.2243488266736,36927.83828794188,2858
2023-02-15,16,-407.3350621639761,70572.08134550064,2394
2023-02-16,13,-2323.386835672743,42421.87222329038,1414
2023-02-17,26,4480.859153078841,129717.36556788026,5924
2023-02-18,36,21.7371121969731,87472.86357020446,5138
2023-02-19,22,2903.123210011492,57981.15083368252,3750
2023-02-20,13,1549.6016450420557,41224.25755866335,1825
2023-02-21,21,597.1047735974336,42179.249890990475,2492
2023-02-22,19,-958.2660914630391,27023.014790686186,1604
2023-02-23,17,2298.519990878582,47044.92877363035,3107
2023-02-24,26,2740.2053679712717,68794.30585559046,3974
2023-02-25,30,1267.443303755562,80369.49766530417,2920
2023-02-26,21,345.9868038689458,44690.21739300608,3739
2023-02-27,19,-88.28173738938844,23061.243757031498,2030
2023-02-28,16,1298.379919728034,29279.6699726334,1359
2023-03-01,23,-342.7500434404735,52253.49203015572,2977
2023-03-02,12,71.20675950769552,19427.87146359214,1751
2023-03-03,29,2380.498798819722,49297.2754422701,3060
2023-03-04,33,2854.7689617531896,59938.39297625149,2801
2023-03-05,20,-3574.0420431916855,89102.30433560532,3342
2023-03-06,17,-442.7513477838531,24948.9448746997,1787
2023-03-07,19,-113.73915335740497,41884.985099198864,2277
2023-03-08,22,1628.5888174453041,54939.14441928651,2812
2023-03-09,23,1753.9881095229466,41725.936350168675,2438
2023-03-10,28,-944.8465985697725,73032.85641278302,3465
2023-03-11,34,1369.766785029741,63703.68294276879,4398
2023-03-12,23,1019.7315332975052,94051.40705068884,3889
2023-03-13,14,-419.4287259248214,29765.651629145606,2184
2023-03-14,11,-2582.9577526672583,69814.29517070595,3294
2023-03-15,17,-104.11526686267675,37000.88599382113,2345
2023-03-16,16,-440.67926406340837,62678.6075885469,2363
2023-03-17,32,-4609.527867088109,140638.61726366973,4952
2023-03-18,33,3796.1980687532905,107599.40423257243,4609
2023-03-19,30,3992.018754025567,72891.17639600128,2475
2023-03-20,11,4355.561307609847,56072.78452036289,1208
2023-03-21,10,-4791.6112263526775,44709.60590408586,2288
2023-03-22,10,-753.8481733456772,40184.09482444859,2820
2023-03-23,12,-913.7441307742289,35874.922914444665,2295
2023-03-24,31,1296.1785696099605,50627.64969684702,2668
2023-03-25,23,2036.666952230898,74255.90942846857,5072
2023-03-26,24,-1189.5586874411924,83259.81089355423,2765
2023-03-27,22,-20.09585695543433,55632.35753158343,2268
2023-03-28,18,2273.097263200307,43949.81092956684,2251
2023-03-29,22,-1832.6733974988404,53469.185388005426,2955
2023-03-30,18,3958.3977743981327,51454.32218623524,2605
2023-03-31,28,-1413.6547978597023,102095.18416570203,4278
2023-04-01,38,5501.674484476986,94642.05322543524,4679
2023-04-02,21,-149.35077593700794,57987.69484591088,2893
2023-04-03,17,-464.6702950223519,41259.27094837593,1939
2023-04-04,21,411.45129493092514,48991.72631424454,1451
2023-04-05,21,516.5025109470303,42908.633047580275,2153
2023-04-06,20,1204.8197144203104,47965.16296257941,2629
2023-04-07,30,2925.4762010395593,54779.48248072484,2876
2023-04-08,26,8322.805753062501,99495.32116844053,4692
2023-04-09,36,-1451.3996954253632,46889.109033836634,3500
2023-04-10,22,3520.6604403287374,63659.701615695405,2438
2023-04-11,18,155.6738193015107,41794.26516508465,2834
2023-04-12,28,43.551604093777,30705.403276967972,2205
2023-04-13,13,4439.274194163043,65522.37320036789,2684
2023-04-14,28,-484.3317336601265,81786.09635415307,3964
2023-04-15,29,2246.34282915145,64288.73026701376,5542
2023-04-16,22,-52.06801747211907,83360.34841071698,3784
2023-04-17,15,343.2671413428436,30361.67188825394,2232
2023-04-18,20,399.77099201917054,50222.80988206818,3309
2023-04-19,20,-92.21610311189477,51963.489424178246,3143
2023-04-20,18,-66.7630230523364,53381.68193838813,1924
2023-04-21,29,2634.505583803074,90654.95560541787,5437
2023-04-22,32,3203.1597298951133,93441.85385797932,3528
2023-04-23,29,3550.4706326567307,76961.64090964607,4097
2023-04-24,18,-306.7219040407429,26188.364555251454,1665
2023-04-25,15,685.2678216197792,88743.43263599461,2840
2023-04-26,19,1797.9646143462924,44271.83315598403,2157
2023-04-27,12,4783.511352695937,50137.402964480585,1952
2023-04-28,23,306.93870494584655,73780.63890331717,4647
2023-04-29,29,5938.005748783136,75640.15336868452,5136
2023-04-30,39,345.01828411713535,70768.4525333505,3962
2023-05-01,14,1981.3390148000879,43964.42983507019,2493
2023-05-02,11,3319.6350565399957,40764.80475261262,1688
